7.751311421817708833e+02;-3.785282567632285833e+01;1.309747410685367868e+02;-9.182889200808463670e+01;2.652991216058276791e+01;2.169307045760861197e+00;-1.484900625549974684e+01;6.075065815512656897e+00;1.062345318089898250e+01;-1.084599077713631488e+01
7.751311421817713381e+02;-3.785282567632277306e+01;1.309747410685366447e+02;-9.182889200808457986e+01;2.652991216058284607e+01;2.169307045760813235e+00;-1.484900625549973618e+01;6.075065815512650680e+00;1.062345318089899315e+01;-1.084599077713630599e+01
7.751311421817709970e+02;-3.785282567632268069e+01;1.309747410685370710e+02;-9.182889200808445196e+01;2.652991216058277502e+01;2.169307045760897612e+00;-1.484900625549987652e+01;6.075065815512600942e+00;1.062345318089896651e+01;-1.084599077713625093e+01
7.751311421817708833e+02;-3.785282567632335571e+01;1.309747410685366447e+02;-9.182889200808445196e+01;2.652991216058276081e+01;2.169307045760801689e+00;-1.484900625549978059e+01;6.075065815512639134e+00;1.062345318089896473e+01;-1.084599077713634330e+01
7.751311421817707696e+02;-3.785282567632308570e+01;1.309747410685363889e+02;-9.182889200808445196e+01;2.652991216058267554e+01;2.169307045760883845e+00;-1.484900625549974151e+01;6.075065815512708411e+00;1.062345318089900559e+01;-1.084599077713641435e+01
7.751311421817708833e+02;-3.785282567632281570e+01;1.309747410685364457e+02;-9.182889200808476460e+01;2.652991216058250146e+01;2.169307045760838548e+00;-1.484900625549974151e+01;6.075065815512653344e+00;1.062345318089890611e+01;-1.084599077713630422e+01
7.751311421817708833e+02;-3.785282567632279438e+01;1.309747410685366447e+02;-9.182889200808449459e+01;2.652991216058278923e+01;2.169307045760882513e+00;-1.484900625549984099e+01;6.075065815512680878e+00;1.062345318089897184e+01;-1.084599077713627224e+01
7.751311421817707696e+02;-3.785282567632279438e+01;1.309747410685366447e+02;-9.182889200808448038e+01;2.652991216058290647e+01;2.169307045760866970e+00;-1.484900625549990139e+01;6.075065815512579626e+00;1.062345318089899138e+01;-1.084599077713633442e+01
7.751311421817708833e+02;-3.785282567632279438e+01;1.309747410685366447e+02;-9.182889200808448038e+01;2.652991216058276791e+01;2.169307045760832775e+00;-1.484900625549966158e+01;6.075065815512653344e+00;1.062345318089923651e+01;-1.084599077713636639e+01
7.751311421817708833e+02;-3.785282567632279438e+01;1.309747410685366447e+02;-9.182889200808448038e+01;2.652991216058275015e+01;2.169307045761082797e+00;-1.484900625549974151e+01;6.075065815512616929e+00;1.062345318089895585e+01;-1.084599077713629534e+01
